Column1;V1;baseMean;log2FoldChange;lfcSE;stat;pvalue;padj;-log10
100127111;Snord22;29,34768155;0,128168525;0,283677996;0,451809893;0,651405942;0,999924868;0,186148284
100134990;Selenok-ps1;2,1337225;0,170234674;0,931448018;0,182763472;0,854983611;0,999924868;0,06804221
100151693;Gm10364;0,12406202;-0,725301429;3,533811541;-0,205246211;0,837379767;0,999924868;0,077077537
100163;Pafah2;23,56315421;-0,049504041;0,310712667;-0,159324181;0,87341347;0,999924868;0,058780115
100169;Phactr4;16,60391303;-0,067602004;0,345331092;-0,195759969;0,844798044;0,999924868;0,0732471
100169864;Gm44504;31,08491229;0,064312141;0,275660015;0,233302391;0,815526602;0,999924868;0,088561868
100169874;Gm11110;2,986918006;-0,240516425;0,801958875;-0,299911171;0,764244913;0,999924868;0,116767443
100177;Zmym6;1,755080509;-0,002942196;1,013072969;-0,002904229;0,997682764;0,999924868;0,001007531
100182;Akna;0,246360852;-0,003962916;3,533811541;-0,001121428;0,99910523;0,999924868;0,000388768
100190996;NA;0,625779996;0,589068332;1,832840733;0,321396356;0,747910045;0,999924868;0,126150634
100198;H6pd;13,35494336;-0,030466259;0,382845498;-0,079578471;0,936572519;0,999924868;0,02845859
100201;Tmem64;3,976677465;-0,001770032;0,711967189;-0,002486114;0,99801637;0,999924868;0,000862335
100206;Adprs;21,87353525;0,142445569;0,303164534;0,469862247;0,638453438;0,999924868;0,19487077
100210;Gpn2;21,13922816;0,216110405;0,311743142;0,693232269;0,488163801;0,999924868;0,311434428
100213;Rusc2;1,908758892;0,184185278;1,519000277;0,121254275;0,903489636;0,999924868;0,044076825
100216531;Snord1b;1,002854248;-0,751758495;1,618885129;-0,464368028;0,642384093;0,999924868;0,192205222
100216532;Snord2;4,521070348;-0,00333111;0,688562279;-0,004837775;0,996140029;0,999924868;0,001679608
100216533;Snord55;0,37157801;0,717963453;2,696066074;0,266300392;0,790007871;0,999924868;0,102368582
100216534;Snord96a;374,1681426;0,014731553;0,146037587;0,100875079;0,919649627;0,999924868;0,036377601
100216536;Snord1c;0,997592652;-0,74558438;1,617445891;-0,460964032;0,64482441;0,999924868;0,19055853
100216537;Snord104;8,490632524;-0,78615882;0,513428036;-1,531195738;0,125721024;0,999924868;0,900592091
100216538;Snord1a;4,366143168;0,926018256;0,769464806;1,203457584;0,228799296;0,999924868;0,640545316
100216539;Snord4a;2,752605708;0,53452667;0,917500592;0,58259;0,560169339;0,999924868;0,251680666
100217413;Scarna10;0,625529803;-0,588201639;2,081831082;-0,282540521;0,77752908;0,999924868;0,109283359
100217417;Snora34;1,120635751;0,318084551;1,308843088;0,243027261;0,807984279;0,999924868;0,092597089
100217418;Snora44;4,991627842;0,578479213;0,67344035;0,85899102;0,39034547;0,999924868;0,408550856
100217419;Snora52;3,012443916;0,485480484;0,848397215;0,572232529;0,567164453;0,999924868;0,246290997
100217420;Snora81;2,126403876;-0,180017191;0,963351599;-0,186865514;0,851766079;0,999924868;0,069679659
100217421;Snord11;0,121678259;-0,725301429;3,533811541;-0,205246211;0,837379767;0,999924868;0,077077537
100217423;Snord19;0,738992098;-0,99731449;2,006093592;-0,497142553;0,619088529;0,999924868;0,208247243
100217424;Snord38a;3,390937099;1,505110215;0,93911025;1,602698102;0,109001323;0,999924868;0,962568232
100217425;Snord45c;5,24511106;-0,002393783;0,677725027;-0,003532086;0,997181809;0,999924868;0,001225653
100217426;Snord49b;4,624730863;0,228676252;0,650029432;0,35179369;0,724992991;0,999924868;0,139666192
100217427;Snord52;15,09530249;0,20792067;0,426574494;0,487419367;0,625961171;0,999924868;0,203452605
100217428;Snord57;5,149477924;0,949207357;0,699203224;1,35755575;0,174604692;0,999924868;0,75794409
100217430;Snord66;0,877566278;0,406214378;1,682655686;0,241412656;0,809235305;0,999924868;0,091925178
100217431;Snord69;5,715607201;0,644752837;0,774143317;0,832859785;0,404923812;0,999924868;0,392626683
100217432;Snord71;0,248654155;-1,440940883;3,532704176;-0,407886087;0,683357308;0,999924868;0,165352157
100217433;Snord88a;30,69115806;0,419080035;0,277688709;1,509172035;0,131254825;0,999924868;0,881884724
100217434;Snord88c;1,130363416;-0,33250343;1,446131884;-0,229926076;0,818149213;0,999924868;0,087167483
100217436;Snord93;0,36652296;0,709831556;2,70373057;0,26253783;0,792906824;0,999924868;0,100777845
100217437;Snord99;5,507887963;0,522624649;0,605736813;0,862791625;0,388252045;0,999924868;0,410886248
100217438;Scarna2;0,249274728;-0,003962916;3,533811541;-0,001121428;0,99910523;0,999924868;0,000388768
100217440;Snora61;10,37436252;0,240184755;0,441571921;0,543931222;0,586488803;0,999924868;0,231740275
100217441;Snord23;0,505705673;1,309029945;2,08588276;0,627566405;0,530288022;0,999924868;0,275488182
100217443;Snord12;23,42173062;1,022039245;0,374562207;2,72862351;0,006359927;0,999924868;2,196547879
100217444;Snord65;10,90774564;0,780516675;0,445956174;1,75020937;0,080082193;0,999924868;1,096464045
100217445;Snord8;0,252394815;-1,452528094;3,532122053;-0,411233834;0,680901081;0,999924868;0,166915976
100217446;Snord47;27,76380495;0,228144955;0,308650574;0,739169063;0,459804344;0,999924868;0,33742693
100217450;Snora47;0,255308691;-1,466411348;3,53142959;-0,415245812;0,677961965;0,999924868;0,16879467
100217451;Snora7a;4,86692756;1,164565657;0,669103347;1,740486971;0,081773546;0,999924868;1,08738717
100217452;Snord110;1,010822233;0,011818651;1,50394121;0,007858453;0,993729926;0,999924868;0,002731631
100217453;Snord16a;6,625094333;-0,727569298;0,575704236;-1,263790073;0,206305385;0,999924868;0,685489435
100217454;Snord37;2,897726135;-0,138621967;0,952161949;-0,145586543;0,884247792;0,999924868;0,053426016
100217455;Snord49a;8,364067569;0,918683649;0,63167744;1,454355641;0,145847732;0,999924868;0,836100321
100217457;Snord58b;2,380764459;-0,47936714;1,026360727;-0,467055225;0,640460367;0,999924868;0,19350774
100217459;Snord70;0,249274728;-0,003962916;3,533811541;-0,001121428;0,99910523;0,999924868;0,000388768
100217462;Snord92;0,122298832;0,717371092;3,533811541;0,20300208;0,839133407;0,999924868;0,076168989
100217464;Snora41;2,4913778;0,576462901;0,877622737;0,656845905;0,511280004;0,999924868;0,291341192
100217467;Snora5c;1,630495627;0,666522503;1,314909746;0,50689601;0,612227786;0,999924868;0,213086964
100217468;Snord45b;3,354380051;0,539798198;1,332689979;0,405044089;0,685445103;0,999924868;0,164027322
100217469;Snord91a;0,883679478;0,392357444;1,940536945;0,202190144;0,839768078;0,999924868;0,075840638
100226;Stx12;36,22247922;-0,072654692;0,26138129;-0,277964396;0,78103969;0,999924868;0,107326896
100233175;Gon7;9,70305346;-0,078986302;0,489773417;-0,161271108;0,871879878;0,999924868;0,059543345
100233208;Gm10778;1,00072068;-0,003947934;1,29958104;-0,003037851;0,997576149;0,999924868;0,001053943
100272219;AA543186;0,126975896;-0,725301429;3,533811541;-0,205246211;0,837379767;0,999924868;0,077077537
100273;Osbpl9;24,08974025;-0,062748312;0,322389482;-0,194635108;0,845678616;0,999924868;0,072794651
100294660;Defa2;8,831937333;0,448196898;0,570583538;0,785506186;0,432156845;0,999924868;0,364358604
100302498;Snora21;1,120799453;-0,304535678;1,443819892;-0,210923592;0,832946894;0,999924868;0,079382687
100302499;Snora3;6,490141705;0,211729599;0,676111508;0,31315781;0,75416077;0,999924868;0,122536062
100302529;Snord72;4,26553135;-0,179576498;0,872191669;-0,205891095;0,836875981;0,999924868;0,077338896
100302565;Snord68;3,214780426;-0,680611885;0,941371977;-0,722999942;0,46967992;0,999924868;0,328198007
100302567;AF357399;2,731486103;0,265504389;0,939915063;0,282477002;0,777577779;0,999924868;0,109256159
100302592;Snord14a;2,133642773;0,464254303;2,397080471;0,193674893;0,846430452;0,999924868;0,07240872
100302600;Snord43;1,248479258;0,572777575;1,258246911;0,455218741;0,648951879;0,999924868;0,187787506
100302601;Snord83b;10,03226232;0,136320574;0,476040269;0,286363535;0,774599701;0,999924868;0,110922675
100302648;Gm11944;1,495982725;-0,489177593;1,101366081;-0,44415531;0,6569303;0,999924868;0,182480706
100302730;5830417I10Rik;6,494909062;-0,003990429;0,529692064;-0,007533488;0,993989203;0,999924868;0,002618333
100303740;Snora75;0,994933754;0,73467004;1,377294987;0,53341517;0,593746219;0,999924868;0,226399143
100303747;Gm12238;0,122545869;0,717371092;3,533811541;0,20300208;0,839133407;0,999924868;0,076168989
100303751;Snora31;7,126241151;0,344403208;0,559598659;0,615446806;0,538259689;0,999924868;0,269008144
100306943;Scarna13;0,122545869;0,717371092;3,533811541;0,20300208;0,839133407;0,999924868;0,076168989
100306952;Snora78;2,513435288;0,281163219;0,893230137;0,314771308;0,752935298;0,999924868;0,123242342
100306954;Snora17;2,262385668;0,311069483;0,943647649;0,329645799;0,741667613;0,999924868;0,129790685
100306955;Snora43;3,757091276;1,221157831;0,774472494;1,576760751;0,114850586;0,999924868;0,939866785
100310809;Gm10509;1,754833472;-0,003117938;1,013036784;-0,003077813;0,997544264;0,999924868;0,001067824
100310813;Snora16a;3,477065573;0,405667065;0,806063632;0,503269282;0,61477496;0,999924868;0,211283829
100310872;Dynlt1a;6,254096041;0,111526351;0,539893707;0,20657094;0,836344957;0,999924868;0,077614557
100313519;Snord17;0,496260603;1,295997025;2,088894709;0,620422379;0,534979742;0,999924868;0,271662663
100313943;Snora26;2,984725346;1,268594778;0,891015149;1,423763422;0,154514967;0,999924868;0,811029445
100316677;Mir1199;0,127473127;0,717371092;3,533811541;0,20300208;0,839133407;0,999924868;0,076168989
100316678;Mir1902;7,97340912;-0,553290467;0,550464026;-1,005134651;0,314832017;0,999924868;0,501921109
100316680;Mir1903;0,128332795;-0,725301429;3,533811541;-0,205246211;0,837379767;0,999924868;0,077077537
100316682;Mir1892;64,23784282;-0,254350936;0,510155738;-0,498575076;0,618078767;0,999924868;0,208956176
100316684;Mir1898;1,137762219;0,307440916;1,407796597;0,218384472;0,827129563;0,999924868;0,082426456
100316686;Mir1901;0,122545869;0,717371092;3,533811541;0,20300208;0,839133407;0,999924868;0,076168989
100316695;Mir1943;0,122545869;0,717371092;3,533811541;0,20300208;0,839133407;0,999924868;0,076168989
100316700;Mir1949;3,618694987;1,379894179;0,84505678;1,63290114;0,10248979;0,999924868;0,989319395
100316711;Mir1964;0,126975896;-0,725301429;3,533811541;-0,205246211;0,837379767;0,999924868;0,077077537
100316712;Mir1966;0,500189302;-1,302663702;2,085748022;-0,624554686;0,532263368;0,999924868;0,273873422
100316717;Mir1839;0,504961405;-0,015076238;2,168053142;-0,006953814;0,994451704;0,999924868;0,002416304
100316739;Mir1224;0,122545869;0,717371092;3,533811541;0,20300208;0,839133407;0,999924868;0,076168989
100316756;Mir1955;0,127353882;0,717371092;3,533811541;0,20300208;0,839133407;0,999924868;0,076168989
100316773;Mir1893;2,753591221;0,517912509;0,856150745;0,604931446;0,545224548;0,999924868;0,263424599
100316778;Mir1982;8,130982201;-0,144292267;0,549957332;-0,26236993;0,793036253;0,999924868;0,100706959
100316810;Mir1894;0,121678259;-0,725301429;3,533811541;-0,205246211;0,837379767;0,999924868;0,077077537
100316814;Mir1306;7,615120229;0,719082845;0,556726595;1,29162654;0,196486509;0,999924868;0,706667264
100316821;Mir1981;22,28438452;0,530692646;0,381303391;1,391785803;0,16398727;0,999924868;0,785189863
100316840;Mir1934;0,128332795;-0,725301429;3,533811541;-0,205246211;0,837379767;0,999924868;0,077077537
100316903;Gm20605;12,53818737;0,16755757;0,405938448;0,412765953;0,679778098;0,999924868;0,167632832
100316932;Snora28;1,993512925;0,001295053;1,005389413;0,00128811;0,998972237;0,999924868;0,000446581
100317;AU040320;19,64183622;-0,168987982;0,314582674;-0,537181466;0,591142272;0,999924868;0,228307983
100328588;Il4i1b;0,497239516;-0,014180968;2,170529157;-0,006533415;0,994787126;0,999924868;0,002269844
100336;Ppp1r8;45,41135402;0,027816529;0,240448592;0,115685972;0,907901424;0,999924868;0,041961303
100340;Smpdl3b;24,23743512;0,112737815;0,661348713;0,170466523;0,86464326;0,999924868;0,06316304
100342;Tent5b;7,349978876;-0,007051406;0,866928797;-0,008133777;0,993510256;0,999924868;0,002827645
100359413;AA413626;0,381802905;0,733388479;2,68598859;0,273042291;0,784820707;0,999924868;0,105229547
100383;Bsdc1;12,9995534;-0,003026482;0,380571264;-0,007952472;0,993654912;0,999924868;0,002764416
100384868;Gm37013;8,863740993;0,117004106;0,459657535;0,254546258;0,799073572;0,999924868;0,097413233
100415901;Gm13648;6,622394712;0,378762044;0,534934362;0,708053307;0,478912154;0,999924868;0,319744141
100416706;Zfp729b;2,75226229;-0,267040598;0,808384877;-0,330338439;0,741144251;0,999924868;0,130097256
100434;Slc44a1;20,55252519;-0,161082092;0,356013087;-0,452461153;0,6509368;0,999924868;0,186461175
100463512;Gm20594;11,81707952;0,21396143;0,471184178;0,454092985;0,649761902;0,999924868;0,187245757
100465;Mob3c;3,25698905;0,22027205;0,744443394;0,295888246;0,767315428;0,999924868;0,11502607
100494;Zfand2a;9,187437115;0,035238773;0,533432384;0,06606043;0,947329714;0,999924868;0,02349884
100499529;Mir3474;0,376875647;0,717961722;2,687613853;0,267137231;0,789363503;0,999924868;0,102722958
100502630;Gm15545;1,1247827;-0,324755107;1,246340632;-0,260566894;0,794426523;0,999924868;0,099946265
100502698;Rubcn;8,776017848;-0,086345189;0,46892147;-0,184135711;0,853906992;0,999924868;0,06858943
100502742;1700007L15Rik;3,119533615;0,108600865;0,764090189;0,142130951;0,886976571;0,999924868;0,052087852
100502745;2900009J06Rik;0,246607889;-0,003962916;3,533811541;-0,001121428;0,99910523;0,999924868;0,000388768
100502766;Kifc1;24,35348559;0,098757677;0,288509077;0,342303537;0,732122474;0,999924868;0,135416261
100502825;Rpl37rt;373,1508573;-0,005112215;0,195298866;-0,026176366;0,979116666;0,999924868;0,009165557
100502834;Gm15972;1,382523585;0,26178249;1,146711005;0,228289856;0,81942091;0,999924868;0,086492958
100502841;Epg5;3,002162041;-0,003948543;0,767543616;-0,005144389;0,99589539;0,999924868;0,001786278
100502940;Pou2af3;2,341312285;0,450131574;1,282072613;0,351096786;0,725515739;0,999924868;0,139353162
100502950;Gm3336;12,34523999;-0,119990637;0,534462706;-0,224507034;0,822362794;0,999924868;0,084936546
100502982;BC037704;0,128332795;-0,725301429;3,533811541;-0,205246211;0,837379767;0,999924868;0,077077537
100502987;NA;10,22194634;0,137050341;0,441884683;0,310149563;0,756447224;0,999924868;0,121221367
100503117;2010010A06Rik;1,757057981;0,406407646;1,03556558;0,392449936;0,694725796;0,999924868;0,158186575
100503178;2810013P06Rik;2,12311962;-0,171931246;0,912018781;-0,188517221;0,850471217;0,999924868;0,07034038
100503185;Btbd8;0,5101357;-0,00347085;2,16884557;-0,001600321;0,998723129;0,999924868;0,000554892
100503199;5430416N02Rik;3,380266795;0,101825882;0,732465197;0,139018049;0,889435887;0,999924868;0,050885352
100503272;Gm11423;2,125503381;-0,173251687;0,912369989;-0,189891918;0,849393826;0,999924868;0,0708909
100503337;Gm9895;0,495759275;0,002484533;2,170284793;0,001144796;0,999086585;0,999924868;0,000396872
