Column1;V1;baseMean;log2FoldChange;lfcSE;stat;pvalue;padj;-log10
104799;Vipas39;14,62473653;-0,028534036;0,358311419;-0,079634738;0,936527766;0,999924868;0,028479342
104806;Fancm;2,123740193;0,164566716;0,912172936;0,180411751;0,85682933;0,999924868;0,067105676
104816;Aspg;1,111934949;1,003658279;1,411396762;0,711109949;0,477016105;0,999924868;0,321466958
104831;Ptpn23;15,42789715;0,019264995;0,371552721;0,051849963;0,958648244;0,999924868;0,018340719
104836;Cbll1;7,478503275;-0,002773913;0,509076001;-0,005448918;0,995652414;0,999924868;0,001892249
104859;Tecpr2;2,879616172;-0,128481401;0,78832456;-0,162980335;0,870533918;0,999924868;0,060214303
104871;Spata7;2,12311962;-0,171931246;0,912018781;-0,188517221;0,850471217;0,999924868;0,07034038
104884;Tdp1;8,103104615;0,218917767;0,489629073;0,447109412;0,654796064;0,999924868;0,18389394
104886;Rab15;17,93126154;0,234372243;1,146733685;0,204382452;0,838054642;0,999924868;0,076727664
104910;Slc25a47;1,36724364;0,258177936;1,14484702;0,225513043;0,82158018;0,999924868;0,085350047
104923;Adi1;56,22184418;-0,042146646;0,196629275;-0,21434573;0,830277459;0,999924868;0,080776752
104943;Fam110c;6,520246709;-0,115033212;0,538638523;-0,213562913;0,830887923;0,999924868;0,080457553
105000;Dnal1;0,382781818;-0,74059987;2,683956032;-0,275935918;0,782597286;0,999924868;0,106461662
105005;Lratd1;17,55832833;-0,109232216;0,621913899;-0,175638808;0,860577712;0,999924868;0,065209906
105014;Rdh14;11,52162245;-0,192019689;0,409421891;-0,469002009;0,6390682;0,999924868;0,194452792
105083;Pelo;21,96205367;0,027402489;0,313880351;0,087302341;0,930431193;0,999924868;0,031315738
105148;Iars;73,53610741;-0,051936017;0,175514997;-0,295906434;0,767301537;0,999924868;0,115033932
105171;Arrdc3;2,26167731;-0,325559193;0,910664076;-0,357496471;0,720720168;0,999924868;0,142233325
105180375;Tmem265;8,617861824;-0,048211132;0,470736875;-0,102416306;0,918426241;0,999924868;0,036955716
105193;Nhlrc1;3,002162041;-0,003948543;0,767543616;-0,005144389;0,99589539;0,999924868;0,001786278
105203;Tasor2;4,751208587;0,14856429;0,61728894;0,240672204;0,809809184;0,999924868;0,091617302
105239;Rnf44;33,09660329;0,071024838;0,251400019;0,282517236;0,777546933;0,999924868;0,109273388
105243;Slc9a3;0,49058498;-0,004231589;2,173676044;-0,001946743;0,998446725;0,999924868;0,000675103
105245;Txndc5;82,35603358;0,00330178;0,326186386;0,010122373;0,991923653;0,999924868;0,003521754
105245869;Gm4675;1,00072068;-0,003947934;1,29958104;-0,003037851;0,997576149;0,999924868;0,001053943
105246;Brd9;9,75678946;0,143427643;0,435865926;0,329063674;0,742107561;0,999924868;0,129533144
105246278;B230354K17Rik;2,369480472;-0,154951088;0,870004326;-0,178103813;0,858641448;0,999924868;0,066188151
105278;Cdk20;3,763176406;-0,005704005;0,702325967;-0,008121593;0,993519978;0,999924868;0,002823396
105298;Epdr1;2,757937913;-0,004497326;0,809751625;-0,005553957;0,995568606;0,999924868;0,001928807
105348;Golm1;84,29511034;-0,075758458;0,286175522;-0,264727247;0,791219586;0,999924868;0,101702971
105351;AW209491;17,42320951;-0,023913809;0,345418313;-0,069231446;0,944805393;0,999924868;0,024657637
105372;Utp15;20,920343;0,065213839;0,348270014;0,187250802;0,851463995;0,999924868;0,069833712
105377;Slf1;5,365855587;0,063861378;0,584785969;0,109204702;0,913040131;0,999924868;0,039510134
105387;Akr1c14;0,368039111;-0,718093274;2,700784746;-0,265883194;0,790329169;0,999924868;0,102191989
105428;Fam149b;5,8807993;0,059130216;0,559508609;0,105682405;0,915834341;0,999924868;0,038183076
105439;Slain1;6,468703806;-0,002617316;0,566562768;-0,00461964;0,996314074;0,999924868;0,001603735
105440;Kctd9;10,44100733;0,03264527;0,507336569;0,064346377;0,948694426;0,999924868;0,022873651
105445;Dock9;7,152928278;-0,055041568;0,52268611;-0,105305206;0,916133632;0,999924868;0,038041173
105446;Gmpr2;17,76029893;0,077129363;0,328175121;0,235025017;0,814189316;0,999924868;0,089274601
105501;Abhd4;32,32516144;-0,061066303;0,383671752;-0,159162885;0,873540545;0,999924868;0,058716933
105504;Exoc5;9,38729047;-0,118696124;0,447420285;-0,265289993;0,790786073;0,999924868;0,101940988
105513;Chmp7;19,245912;-0,079398072;0,316067413;-0,25120613;0,801654745;0,999924868;0,096012632
105522;Ankrd28;15,09934114;-0,02721437;0,363343286;-0,074899884;0,940294369;0,999924868;0,026736165
105559;Mbnl2;12,12494617;-0,512637256;0,40187881;-1,275601607;0,202096386;0,999924868;0,694441453
105638;Dph3;17,09101893;0,058947976;0,345191965;0,17076868;0,864405657;0,999924868;0,063282399
105651;Ppp1r3e;4,385545295;-0,087056397;0,645230987;-0,13492284;0,892672881;0,999924868;0,049307659
105663;Thtpa;7,496648663;-0,196820555;0,497120631;-0,395921116;0,692163223;0,999924868;0,15979148
105670;Rcbtb2;2,492026341;-0,004053936;0,848968594;-0,004775131;0,996190011;0,999924868;0,001657817
105675;Ppif;81,36242624;0,06860028;0,257589115;0,266316686;0,789995323;0,999924868;0,10237548
105689;Mycbp2;3,633976;-0,102165088;0,70785544;-0,144330442;0,885239541;0,999924868;0,052939196
105722;Ano6;30,0647289;0,032056199;0,275025152;0,116557337;0,907210848;0,999924868;0,042291766
105727;Slc38a1;15,48252892;-0,141584796;0,359514765;-0,393821922;0,693712518;0,999924868;0,158820468
105732;Fam83h;40,89022989;0,073700748;0,392995199;0,187536;0,8512404;0,999924868;0,069947773
105734;Tigd5;0,382662574;-0,740601196;2,68414075;-0,275917422;0,782611492;0,999924868;0,106453779
105734727;Gm27021;3,36622484;0,307959573;0,788196811;0,390714056;0,696008608;0,999924868;0,157385389
105782;Scrib;27,61962916;0,111548247;0,272964465;0,408654829;0,682792988;0,999924868;0,165710948
105785;Kdelr3;2,250592746;-0,000644156;0,89166539;-0,000722419;0,999423593;0,999924868;0,000250403
105787;Prkaa1;17,26233936;-0,044940586;0,334747456;-0,13425221;0,893203142;0,999924868;0,049049758
105835;Sgsm3;21,32272344;0,012096673;0,326483399;0,037051419;0,970444008;0,999924868;0,013029517
105837;Mtbp;10,13028991;0,032514557;0,428388755;0,075899652;0,939498934;0,999924868;0,027103708
105841;Dennd3;2,001441361;-0,003948234;0,933195766;-0,004230874;0,996624261;0,999924868;0,001468545
105844;Card10;9,624508321;0,106825199;0,440223854;0,242661087;0,808267954;0,999924868;0,092444639
105847;Lmf2;19,59616778;0,197256365;0,322063907;0,612475851;0,540222971;0,999924868;0,267426953
105853;Mal2;142,3310221;-0,101857876;0,298526982;-0,341201574;0,732951838;0,999924868;0,134924562
105886298;Cmc4;2,251452415;-0,325628099;0,891807248;-0,365132824;0,71501226;0,999924868;0,145686511
105886299;Apoc2l;1,841282234;0,57446469;1,827687742;0,314312274;0,753283877;0,999924868;0,123041328
105940408;Gm20498;15,23798662;-0,004081826;0,355187625;-0,011492027;0,990830891;0,999924868;0,004000462
105943584;Gm45927;44,37105514;0,108863103;0,244354173;0,445513582;0,655948647;0,999924868;0,183130159
105948585;Gm45928;26,6089507;-0,046165761;0,513765331;-0,08985768;0,928400312;0,999924868;0,032264722
105980075;Gm20716;32,48517698;-0,003586979;0,248223413;-0,014450608;0,988470484;0,999924868;0,005036294
105988;Espl1;9,588734652;0,109071127;0,466109266;0,234003345;0,814982382;0,999924868;0,08885178
106021;Topors;18,12562015;0,056667734;0,325397853;0,174149073;0,861748308;0,999924868;0,064619561
106025;Sharpin;22,79310399;0,026653252;0,299756422;0,088916366;0,929148377;0,999924868;0,031914928
106029237;Gm21761;0,121678259;-0,725301429;3,533811541;-0,205246211;0,837379767;0,999924868;0,077077537
106039;Gga1;32,15885284;0,094997687;0,256631671;0,370171331;0,711254837;0,999924868;0,147974767
106052;Fbxo4;5,651676219;-0,195725306;0,59163883;-0,330818898;0,740781285;0,999924868;0,130309998
106064;Rimoc1;7,517226729;-0,099571421;0,503830123;-0,197628956;0,843335378;0,999924868;0,073999681
106068;Slc45a4;6,656309334;0,050032699;0,552106136;0,090621523;0,927793329;0,999924868;0,032548754
106073;Mfsd5;35,81986716;-0,026532506;0,254911493;-0,104085168;0,917101761;0,999924868;0,037582473
106143;Cggbp1;27,61275728;-0,146780851;0,269240142;-0,545167039;0,585638639;0,999924868;0,232370277
106200;Txndc11;8,241523414;-0,092251207;0,474286248;-0,194505339;0,845780216;0,999924868;0,072742478
106205;Zc3h7a;15,17820954;0,022167295;0,385290949;0,05753391;0,954119894;0,999924868;0,020397049
106248;Qtrt2;8,857086457;0,117983554;0,462943616;0,254855127;0,798834995;0,999924868;0,097542918
106264;0610012G03Rik;23,05993783;-0,038664427;0,319053613;-0,121184733;0,903544716;0,999924868;0,044050349
106298;Rrn3;29,25153978;0,070000167;0,258684374;0,270600678;0,786698175;0,999924868;0,104191858
106326;Osbpl11;5,147216142;-0,073882802;0,610152677;-0,12108904;0,90362051;0,999924868;0,04401392
106338;Nsun3;3,875281802;-0,097942728;0,686819966;-0,142603205;0,886603566;0,999924868;0,052270526
106344;Rfc4;38,73748252;-0,049278449;0,296782257;-0,166042435;0,868123555;0,999924868;0,06141846
106347;Ildr1;59,29498971;0,021189398;0,745390086;0,02842726;0,977321383;0,999924868;0,009962599
106393;Srl;2,350797362;0,145706141;0,99237857;0,146825159;0,883270026;0,999924868;0,053906507
106407;Slc51a;0,49058498;-0,004231589;2,173676044;-0,001946743;0,998446725;0,999924868;0,000675103
106489;Sft2d1;7,507458574;-0,004232748;0,495384167;-0,008544375;0,993182658;0,999924868;0,002970872
106504;Stk38;26,77555768;-0,029680182;0,272859071;-0,108774766;0,913381139;0,999924868;0,039347961
106522;Pkdcc;18,82388811;0,049783218;1,067628757;0,046629709;0,962808354;0,999924868;0,01646015
106529;Tecr;146,8459496;0,049380387;0,15174298;0,325421227;0,744862292;0,999924868;0,127924011
106557447;Gm49890;15,68183386;0,371560929;0,723647678;0,513455567;0,607632684;0,999924868;0,216358874
106564;Ppcs;19,0365279;-0,004880493;0,324712993;-0,015030174;0,988008107;0,999924868;0,005239492
106565;Dlk2;0,626758909;-0,59172923;1,832393339;-0,322926971;0,74675055;0,999924868;0,126824449
106572;Rab31;11,04049363;-0,002950611;0,434751751;-0,006786886;0,99458489;0,999924868;0,002358143
106581;Fam234a;87,0995105;0,04074347;0,202852494;0,200852695;0,840813757;0,999924868;0,075300191
106582;Nrm;15,11782909;0,019278063;0,354058308;0,054448837;0,95657757;0,999924868;0,019279807
106583;Scaf8;11,73846582;-0,003372246;0,400915635;-0,008411361;0,993288784;0,999924868;0,002924469
106585;Ankrd12;1,510856381;-0,003771699;1,100253344;-0,003428028;0,997264835;0,999924868;0,001189495
106618;Wdr90;4,513018422;-0,00388972;0,637300759;-0,006103428;0,995130199;0,999924868;0,002120094
106628;Trip10;26,93452189;0,090753243;0,282012121;0,321806177;0,747599535;0,999924868;0,126330978
106633;Ift140;4,251914863;-0,002206635;0,652342229;-0,003382634;0,997301054;0,999924868;0,001173722
106639;Vmac;3,390619482;0,101611896;0,743321405;0,136699812;0,891268078;0,999924868;0,049991648
106672;Smim29;18,81041643;-0,042168023;0,340802469;-0,123731565;0,901527818;0,999924868;0,045020868
106707;Rpusd1;13,15989123;0,131166574;0,395428981;0,331707034;0,740110489;0,999924868;0,130703441
106722;Mpig6b;0,382662574;-0,740601196;2,68414075;-0,275917422;0,782611492;0,999924868;0,106453779
106740;NA;3,780502617;-0,195169497;0,773452188;-0,252335568;0,800781698;0,999924868;0,096485861
106759;Ticam1;13,40523751;-0,247552525;0,38015448;-0,651189289;0,514924303;0,999924868;0,28825661
106766;Stap2;34,84207954;-0,004972921;0,260082224;-0,019120572;0,98474492;0,999924868;0,006676251
106794;Dhx57;4,513018422;-0,00388972;0,637300759;-0,006103428;0,995130199;0,999924868;0,002120094
106795;Tcf19;25,82618454;0,093834449;0,288935615;0,324759028;0,745363456;0,999924868;0,127631904
106821;Oard1;39,9952987;0,023978488;0,28070225;0,085423211;0,931924941;0,999924868;0,030619065
106840;Unc119b;17,48354457;0,037553256;0,334489223;0,112270451;0,910608971;0,999924868;0,040668076
106861;Abhd3;9,059307689;-0,361933362;0,572140006;-0,632595796;0,526997633;0,999924868;0,278191335
106869;Tnfaip8;10,93860519;-0,102543023;0,478725019;-0,214200258;0,830390895;0,999924868;0,080717422
106877;Afap1l1;18,08521233;0,054136622;1,027535293;0,0526859;0,957982174;0,999924868;0,018642572
106878;Smim3;27,02112634;0,036078593;0,36324516;0,099322985;0,920881829;0,999924868;0,035796096
106894;Hmgxb3;9,016432522;0,075443693;0,45584736;0,165502095;0,868548801;0,999924868;0,061205775
106947;Slc39a3;7,757970956;-0,005173822;0,489281266;-0,010574332;0,991563061;0,999924868;0,00367966
106957;Slc39a6;6,370847042;0,052384523;0,534559108;0,097995754;0,921935665;0,999924868;0,035299384
107022;Gramd3;6,107319231;0,054392861;0,558362248;0,097415004;0,92239683;0,999924868;0,035082198
107029;Me2;28,13370153;-0,077364399;0,349454393;-0,221386253;0,824791696;0,999924868;0,08365572
107035;Fbxo38;12,51212933;-0,003245494;0,386957384;-0,008387213;0,993308051;0,999924868;0,002916045
107045;Lars;62,73236678;-0,036854547;0,253740232;-0,145245185;0,884517292;0,999924868;0,053293672
107047;Psmg2;29,61854361;-0,016256168;0,258200252;-0,062959536;0,949798726;0,999924868;0,022368417
107071;Wdr74;66,36743926;0,135060411;0,221068664;0,610943262;0,541237143;0,999924868;0,266612407
107094;Rrp12;14,9463104;0,282956333;0,395959385;0,714609486;0,474850382;0,999924868;0,323443208
107173;Gpr137;6,65741604;-0,05991772;0,555080222;-0,107944254;0,914039913;0,999924868;0,03903484
107182;Btaf1;10,37753922;-0,107638213;0,423000384;-0,25446363;0,799137399;0,999924868;0,097378544
107197;Uqcc3;25,92183644;-0,019189601;0,288769333;-0,066453044;0,94701714;0,999924868;0,023642161
107221;Ffar4;4,080532283;-0,092858561;0,849719599;-0,109281416;0,912979286;0,999924868;0,039539076
107227;Macrod1;6,104887038;-0,183205286;0,572689076;-0,31990358;0,749041424;0,999924868;0,125494164
107242;AI837181;17,79922415;-0,004893741;0,340898173;-0,014355433;0,988546415;0,999924868;0,005002934
107260;Otub1;65,2652637;0,072762138;0,181439605;0,401026767;0,688400417;0,999924868;0,162158875
107271;Yars;59,42948482;-0,033964962;0,189917587;-0,17884053;0,85806292;0,999924868;0,066480865
107272;Psat1;204,8405257;-0,08617042;0,196714029;-0,438049186;0,661350629;0,999924868;0,179568229
107303348;Gm45935;3,1238403;-0,11807619;0,755387029;-0,156312176;0,875786959;0,999924868;0,057601526
107305;Vps37c;10,99405239;0,061475282;0,412184746;0,14914497;0,881439242;0,999924868;0,054807619
107321;Lpxn;0,245740279;-1,438611661;3,532821653;-0,407213214;0,683851397;0,999924868;0,165038262
107328;Trpt1;2,384103934;-0,157089313;0,872207067;-0,180105527;0,857069724;0,999924868;0,066983846
107338;Gbf1;11,77214593;-0,00387478;0,403389108;-0,009605564;0,992335986;0,999924868;0,003341259
107350;AW112010;1,360918658;-0,26779912;1,328452069;-0,201587341;0,840239343;0,999924868;0,075596987
107351;Kank1;2,977803308;-0,00653224;0,843535739;-0,007743881;0,993821339;0,999924868;0,002691683
107358;Tm9sf3;62,64241212;-0,106804723;0,207667548;-0,514306272;0,607037877;0,999924868;0,216784209
107368;Pdzd8;13,97685175;-0,054669164;0,374739303;-0,145885856;0,884011498;0,999924868;0,053542086
107371;Exoc6;13,37075342;-0,030077878;0,374771374;-0,080256604;0,936033172;0,999924868;0,02870876
107373;Fam111a;15,87884446;0,021108171;0,35096617;0,060143035;0,952041715;0,999924868;0,021344022
107392;Brms1;25,66477615;0,150272013;0,282880754;0,531220349;0,595266093;0,999924868;0,225288854
107435;Hat1;34,04256547;0,028634872;0,271651807;0,105410204;0,91605032;0,999924868;0,038080669
107448;Unc5a;0,246360852;-0,003962916;3,533811541;-0,001121428;0,99910523;0,999924868;0,000388768
107449;Unc5b;11,53597413;-0,22449067;0,842735539;-0,266383295;0,789944029;0,999924868;0,102403679
107476;Acaca;6,841881302;0,048162065;0,55284579;0,087116636;0,930578802;0,999924868;0,031246845
107477;Guca1b;0,122298832;0,717371092;3,533811541;0,20300208;0,839133407;0,999924868;0,076168989
107503;Atf5;72,49088118;-0,256479135;0,548054146;-0,467981379;0,639797906;0,999924868;0,193957186
107508;Eprs;55,93734431;-0,048071553;0,198485179;-0,242192152;0,808631276;0,999924868;0,092249465
107513;Ssr1;31,78089203;-0,082267612;0,291766473;-0,281963897;0,777971194;0,999924868;0,109036484
107515;Lgr4;30,3202707;-0,109799597;0,271044449;-0,405098119;0,685405389;0,999924868;0,164052485
107522;Ece2;3,124460873;0,110548697;0,755538204;0,146317812;0,883670505;0,999924868;0,05370964
107528;Magee1;0,128332795;-0,725301429;3,533811541;-0,205246211;0,837379767;0,999924868;0,077077537
107566;Arl2bp;56,2244508;0,124812461;0,272860257;0,457422647;0,64736729;0,999924868;0,188849248
107568;Wwp1;9,509589302;-0,079539552;0,44297232;-0,17955874;0,857498999;0,999924868;0,066766378
107569;Nt5c3;36,78654187;-0,002945113;0,237225688;-0,012414814;0,990094666;0,999924868;0,004323279
107586;Ovol2;5,532792592;-0,135999692;0,618416264;-0,219916099;0,825936498;0,999924868;0,083053342
107587;Osr2;4,474537554;0,154567961;0,68264972;0,226423533;0,820872027;0,999924868;0,085724544
107589;Mylk;0,49058498;-0,004231589;2,173676044;-0,001946743;0,998446725;0,999924868;0,000675103
107607;Nod1;0,49058498;-0,004231589;2,173676044;-0,001946743;0,998446725;0,999924868;0,000675103
107650;Pi4kb;14,64293035;-0,028370399;0,360131452;-0,078777897;0,937209285;0,999924868;0,028163418
107652;Uap1;31,94300483;-0,12812825;0,25876702;-0,495149072;0,620494896;0,999924868;0,207261786
107684;Coro2a;43,15710205;-0,044521941;0,38947676;-0,114312188;0,908990321;0,999924868;0,041440741
107686;Snrpd2;181,2863301;0,174641582;0,206965749;0,843818761;0,39877069;0,999924868;0,39927677
107701;Sf3b4;51,33140591;0,204738271;0,268180823;0,763433673;0,445204804;0,999924868;0,351440158
107702;Rnh1;117,837827;0,009901694;0,33973271;0,029145542;0,976748514;0,999924868;0,010217241
107723;Slc12a6;4,630425906;-0,079804601;0,62726012;-0,127227283;0,898760512;0,999924868;0,046356017
107732;Mrpl10;66,56888889;0,054961198;0,189523908;0,289996122;0,771819205;0,999924868;0,112484419
107733;Mrpl41;16,26102468;0,12770366;0,34485825;0,370307683;0,71115325;0,999924868;0,148036801
107734;Mrpl30;130,9721923;0,045951813;0,138923376;0,330770922;0,740817527;0,999924868;0,130288751
107746;Rapgef1;15,8442276;0,064807352;0,357063045;0,181501147;0,855974233;0,999924868;0,067539309
107747;Aldh1l1;7,60998446;-0,335554493;0,501669677;-0,668875373;0,503574981;0,999924868;0,297935855
107753;Lgals2;623,1016969;0,016259596;1,980509046;0,008209806;0,993449596;0,999924868;0,002854163
107765;Ankrd1;5,390027481;-0,477711045;0,604171013;-0,790688455;0,429125815;0,999924868;0,367415359
107767;Scamp1;17,43609776;-0,10619158;0,361083704;-0,294091311;0,768688131;0,999924868;0,114249825
107770;Tm6sf2;5,695365398;-0,134204496;0,78884404;-0,170128047;0,864909437;0,999924868;0,063029364
107771;Bmyc;17,12968534;-0,116339144;0,382557121;-0,304109211;0,76104469;0,999924868;0,11858984
107817;Jmjd6;23,56298688;-0,109865276;0,317861078;-0,345639284;0,729613819;0,999924868;0,136906949
107823;Nsd2;12,36622329;0,083747263;0,389584603;0,214965537;0,829794188;0,999924868;0,081029611
107829;Thoc5;31,6535458;0,167377869;0,251784939;0,664765215;0,506200675;0,999924868;0,29567728
107849;Prl2c5;2,290442552;0,315372101;1,519693577;0,207523481;0,835601056;0,999924868;0,07800102
107869;Cth;88,20660471;-0,414687752;0,454068753;-0,91327084;0,361100115;0,999924868;0,442372374
107885;Mthfs;2,001441361;-0,003948234;0,933195766;-0,004230874;0,996624261;0,999924868;0,001468545
107895;Mgat5;5,873312056;-0,189302307;0,560764575;-0,337578933;0,73568052;0,999924868;0,133310744
107932;Chd4;58,623204;0,076220173;0,189707736;0,401776828;0,687848277;0,999924868;0,162507346
107939;Pom121;25,68836632;0,135001213;0,299392214;0,450917582;0,652048951;0,999924868;0,185719799
107951;Cdk9;24,72128293;0,141171867;0,288117237;0,489980638;0,6241476;0,999924868;0,204712695
107971;Frs3;1,00072068;-0,003947934;1,29958104;-0,003037851;0,997576149;0,999924868;0,001053943
107975;Pacs1;4,887712069;-0,079034836;0,614509755;-0,128614453;0,89766273;0,999924868;0,046886806
107976;Babam2;18,64542714;-0,139687269;0,320952855;-0,435226752;0,663397846;0,999924868;0,178225943
107986;Ddb2;5,749875059;-0,004127106;0,562397422;-0,007338415;0,994144845;0,999924868;0,002550335
107995;Cdc20;78,03592125;0,143075635;0,170261611;0,840328208;0,40072439;0,999924868;0,397154224
107999;Gtpbp6;12,87751312;0,132591292;0,395556187;0,33520217;0,737472585;0,999924868;0,13225412
108000;Cenpf;7,99381327;-0,002042389;0,482538535;-0,004232592;0,99662289;0,999924868;0,001469142
108011;Ap4e1;2,879616172;-0,128481401;0,78832456;-0,162980335;0,870533918;0,999924868;0,060214303
108012;Ap1s2;2,755801189;-0,00330578;0,809420525;-0,004084131;0,996741344;0,999924868;0,001417527
108014;Srsf9;76,23390821;0,02426018;0,170242158;0,142503953;0,886681957;0,999924868;0,052232129
108037;Shmt2;186,1806955;0,034313966;0,167814828;0,204475176;0,837982189;0,999924868;0,076765212
108052;Slc14a1;0,246360852;-0,003962916;3,533811541;-0,001121428;0,99910523;0,999924868;0,000388768
108058;Camk2d;13,05190175;-0,170058108;0,410145443;-0,414628787;0,678413672;0,999924868;0,168505409
108062;Cstf2;23,69605592;-0,00358683;0,304580775;-0,011776283;0,990604103;0,999924868;0,004099878
108067;Eif2b3;12,63353258;0,138459894;0,385574506;0,359100229;0,71952011;0,999924868;0,142957063
108077;Skiv2l;29,49454456;0,117462397;0,259933593;0,45189387;0,651345441;0,999924868;0,186188622
108079;Prkaa2;6,871931922;-0,264483692;0,521587156;-0,507074779;0,61210235;0,999924868;0,213175953
108083;Pip4k2b;12,01218261;0,055193886;0,395681534;0,139490678;0,889062421;0,999924868;0,051067746
108086;Rnf216;8,47112408;-0,088847115;0,487253268;-0,182342779;0,855313728;0,999924868;0,067874557
108097;Prkab2;1,878895492;-0,195067745;0,972468539;-0,200590289;0,841018952;0,999924868;0,075194218
108098;Med21;59,71567732;-0,044964125;0,198718681;-0,226270249;0,820991236;0,999924868;0,085661479
108099;Prkag2;9,51564291;0,072761472;0,443771625;0,163961525;0,869761433;0,999924868;0,060599854
108100;Baiap2;13,41574161;0,076229966;0,390733576;0,195094486;0,845318979;0,999924868;0,07297938
108101;Fermt3;0,37157801;0,717963453;2,696066074;0,266300392;0,790007871;0,999924868;0,102368582
108112;Eif4ebp3;11,50143079;-0,003100394;0,40558971;-0,007644162;0,9939009;0,999924868;0,002656916
108115;Slco4a1;3,002162041;-0,003948543;0,767543616;-0,005144389;0,99589539;0,999924868;0,001786278
108121;U2af1;50,67284199;0,143515343;0,301081642;0,47666587;0,63360007;0,999924868;0,198184783
108123;Napg;10,78024974;-0,070044419;0,428447582;-0,16348422;0,870137197;0,999924868;0,060412266
108124;Napa;59,74410152;0,02593813;0,202441493;0,12812655;0,898048825;0,999924868;0,046700051
108138;Xrcc4;6,644106968;-0,057175744;0,540189842;-0,105843797;0,915706287;0,999924868;0,038243804
108143;Taf9;43,31004385;0,05470164;0,232361133;0,235416479;0,813885497;0,999924868;0,08943669
108147;Atic;48,17144193;0,166795486;0,306687597;0,543861205;0,586536987;0,999924868;0,231704596
108148;Galnt2;27,53995786;0,074924504;0,270371336;0,277117037;0,78169024;0,999924868;0,10696531
108150;Galnt7;23,93581555;-0,290580699;0,304686144;-0,953704999;0,340232989;0,999924868;0,46822358
108155;Ogt;21,39293888;-0,054032807;0,309797919;-0,174413072;0,861540842;0,999924868;0,06472413
108156;Mthfd1;77,02820333;0,150131765;0,30192471;0,497249015;0,619013461;0,999924868;0,208299907
108159;Ubxn8;9,104342887;-0,042426442;0,460773658;-0,092076534;0,926637232;0,999924868;0,033090254
108160;Fam50a;31,87761461;-0,048714665;0,300889527;-0,161902164;0,871382899;0,999924868;0,059790967
108176;Npm3-ps1;56,60023521;0,082985074;0,25619698;0,32391121;0,746005257;0,999924868;0,127258112
108645;Mat2b;17,84589635;-0,064305915;0,334729711;-0,192112958;0,847653725;0,999924868;0,071781525
108652;Slc35b3;8,86628449;0,118060159;0,458243413;0,257636346;0,796687576;0,999924868;0,098711955
108654;Fam210a;9,599198642;-0,041041082;0,452088433;-0,090781093;0,927666534;0,999924868;0,032608111
108655;Foxp1;4,218222363;-0,345736332;0,73298883;-0,47168022;0,637155058;0,999924868;0,195754865
108657;Rnpepl1;37,47125074;0,099634323;0,261026462;0,381702001;0,702682416;0,999924868;0,153240914
108660;Rnf187;79,00508257;0,084226142;0,18652211;0,451561166;0,651585151;0,999924868;0,186028821
108664;Atp6v1h;25,18286875;0,011919404;0,292673365;0,040725961;0,967514365;0,999924868;0,014342578
108670;Epsti1;9,932036225;-0,147812041;0,557909651;-0,264939029;0,791056431;0,999924868;0,101792534
108671;Dnajc9;33,50365703;0,157067762;0,303896801;0,516845725;0,605263858;0,999924868;0,218055258
108673;Ccdc86;27,89372423;0,278081939;0,327686405;0,848622142;0,396091582;0,999924868;0,402204387
108679;Cops8;52,54786944;0,119552259;0,200843641;0,595250406;0,551676101;0,999924868;0,25831583
108682;Gpt2;10,21515565;-0,39373218;0,605964038;-0,649761628;0,515846208;0,999924868;0,287479757
108687;Edem2;27,66198254;-0,120805942;0,26948759;-0,448280169;0,653951011;0,999924868;0,184454784
108689;Stn1;16,05766485;0,040952672;0,367167484;0,111536762;0,911190716;0,999924868;0,040390714
108705;Pttg1ip;61,60225208;0,01368746;0,25073631;0,05458906;0,956465854;0,999924868;0,01933053
108707;Fam207a;28,9555371;0,144183413;0,2725987;0,528921865;0,596859653;0,999924868;0,224127778
108735;Sft2d2;52,60034037;-0,265124175;0,21056624;-1,259101058;0,207993832;0,999924868;0,681949543
108737;Oxsr1;28,18095875;-0,016544928;0,271690115;-0,060896321;0,95144178;0,999924868;0,021617782
108755;Lyrm2;13,67071583;-0,028893839;0,391728875;-0,073759788;0,941201524;0,999924868;0,026317378
108767;Pnrc1;16,10317914;-0,476622341;0,356172174;-1,338179611;0,180837894;0,999924868;0,74271056
108797;Mex3b;0,49058498;-0,004231589;2,173676044;-0,001946743;0,998446725;0,999924868;0,000675103
108800;Ston2;3,771554777;-0,001803597;0,727594382;-0,002478849;0,998022166;0,999924868;0,000859813
108811;Ccdc122;4,517945679;-0,00246117;0,64902332;-0,003792114;0,996974338;0,999924868;0,00131602
108812;Flacc1;0,128332795;-0,725301429;3,533811541;-0,205246211;0,837379767;0,999924868;0,077077537
108829;Jmjd1c;4,886231828;-0,0759944;0,614286717;-0,123711611;0,901543618;0,999924868;0,045013257
108837;Ibtk;24,38589386;-0,077818067;0,283049519;-0,274927394;0,78337202;0,999924868;0,106031944
108841;Rdh13;11,72380645;0,056841975;0,409631903;0,138763545;0,889637002;0,999924868;0,050787162
108853;Mtrf1l;4,118774054;0,084843302;0,664907978;0,127601571;0,898464288;0,999924868;0,04649918
108857;Ankhd1;9,999684657;-0,074502884;0,432397457;-0,172301854;0,863200227;0,999924868;0,063888454
108888;Atad3a;62,55035803;0,224244734;0,258226114;0,868404556;0,385172901;0,999924868;0,414344275
